compound_id,Original_Entry_ID,Entrez_ID,Activity_Flag,PXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
UYFGGWJRPCRSHW-PKRZOPRNNA-N,CHEMBL79267,4322,A,7.86,chembl20,458933,9606,MMP13,2676,S(NC(C(O)=O)C1CCN(CC1)C(CC(C)C)=O)(C2=CC=C(C=C2)C=3C=CC(=CC3)OC)(=O)=O,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCN(C(=O)CC(C)C)CC3)cc2)cc1,7.86,,0.0,0
UYOSMJLYSRXRLI-PKRZOPRNNA-N,CHEMBL80798,4322,A,8.7,chembl20,106632,9606,MMP13,2676,C1(S(C=2C=CC(=CC2)OC)(=O)=O)(C(O)=NO)CCN(CC1)CC3=CC=C(C=C3)C4=NC=CC=C4,COc1ccc(S(=O)(=O)C2(C(O)=NO)CCN(Cc3ccc(-c4ccccn4)cc3)CC2)cc1,8.7,,0.0,0
STMMWXRQAOVQNP-LVDDXYSHNA-N,54583712,4322,A,9.52288,pubchem,594721,9606,MMP13,2676,S(=O)(=O)(C1(CCOCC1)C(O)=NO)C2=CC=C(OCCCC(=O)NC=3C=CC(OC)=CC3)C=C2,COc1ccc(NC(=O)CCCOc2ccc(S(=O)(=O)C3(C(O)=NO)CCOCC3)cc2)cc1,9.52288,,0.0,0
SQODILRODCBOCF-LNNLXFCONA-N,9868490,4322,A,7.01323,pubchem,254778,9606,MMP13,2676,S(=O)(=O)(N1C(CN(CC1)C(=O)N(CC)CC)C(O)=NO)C2=CC=C(OCC#CC)C=C2,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)N(CC)CC)CC2C(O)=NO)cc1,7.01323,,0.0,0
SOOSDOUTIZJYOW-LQFNOIFHNA-N,CHEMBL114706,4322,A,9.19,chembl20,106600,9606,MMP13,2676,[C@@]1(NS(C2=CC=C(OC=3C=CC(=CC3)Cl)C=C2)(=O)=O)(C(O)=NO)CC4CCC(O4)C1,O=S(=O)(NC1(C(O)=NO)CC2CCC(C1)O2)c1ccc(Oc2ccc(Cl)cc2)cc1,9.19,,0.0,0
SOSADZXKACRLDA-CPCKKJNWNA-N,CHEMBL577910,4322,A,6.37,chembl20,598067,9606,MMP13,2676,C=1C(C2=CC=C(C(=O)N[C@@H](C3CCCCC3)C(NC)=O)O2)=CC=C(C1)Cl,CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(Cl)cc2)o1)C1CCCCC1,6.37,,0.0,0
RRUNLAIBQVECGY-HXTKINSTNA-N,CHEMBL35989,4322,A,7.57,chembl20,106642,9606,MMP13,2676,S(N(C1=C(C(O)=NO)C=NC=2C1=CC=CC2Br)C)(C3=CC=C(C=C3)OCC#CC)(=O)=O,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C(O)=NO)cnc3c(Br)cccc23)cc1,7.57,,0.0,0
TXFWBKCCZLIBMU-XQJVRFBCNA-N,CHEMBL1916659,4322,A,7.47,chembl20,788431,9606,MMP13,2676,O=S(=O)(N([C@H](C(C)(C)C)C(O)=NO)CCC(C)C)C=1C=CC=2C(=CC=CC2)C1,CC(C)CCN([C@@H](C(O)=NO)C(C)(C)C)S(=O)(=O)c1ccc2ccccc2c1,7.47,,0.0,0
TWKQKOFHSPYVSG-LQFNOIFHNA-N,45377703,4322,A,6.92082,pubchem,641696,9606,MMP13,2676,O(C(=O)C=1NC2=C(C=C(C=3N(N=C(C3)C(=O)NCC4C=NC(=O)C=C4)C)C=C2)C1)CC,CCOC(=O)c1cc2cc(-c3cc(C(=O)NCC4C=CC(=O)N=C4)nn3C)ccc2[nH]1,6.92082,,0.0,0
TWQZYQBXMVVVCY-BAKOIFDKNA-N,9912382,4322,A,7.92082,pubchem,109263,9606,MMP13,2676,S(=O)(=O)(N([C@H](CCSCC1=CC=CC=C1)C(O)=NO)CC(C)C)C2=CC=C(OC)C=C2,COc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CCSCc2ccccc2)C(O)=NO)cc1,7.92082,,0.0,0
TWQZYQBXMVVVCY-LNNLXFCONA-N,15871222,4322,A,7.92082,pubchem,259188,9606,MMP13,2676,S(=O)(=O)(N(C(CCSCC1=CC=CC=C1)C(O)=NO)CC(C)C)C2=CC=C(OC)C=C2,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2ccccc2)C(O)=NO)cc1,7.92082,,0.0,0
TWQZYQBXMVVVCY-NAUSHLRJNA-N,44291166,4322,A,7.92082,pubchem,104707,9606,MMP13,2676,S(=O)(=O)(N([C@@H](CCSCC1=CC=CC=C1)C(O)=NO)CC(C)C)C2=CC=C(OC)C=C2,COc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCSCc2ccccc2)C(O)=NO)cc1,7.92082,,0.0,0
TZQQXIZDSZWWPC-WIISIPCYNA-N,CHEMBL342548,4322,A,9.3,chembl20,106477,9606,MMP13,2676,N1(S(C2=CC=C(C=C2)OC)(=O)=O)[C@H](C[C@@H](C1)N(S(=O)(=O)C)C)C(O)=NO,COc1ccc(S(=O)(=O)N2C[C@@H](N(C)S(C)(=O)=O)C[C@@H]2C(O)=NO)cc1,9.3,,0.0,0
TUSYEXLVYIINDP-HLOWKFEJNA-N,CHEMBL344633,4322,A,9.7,chembl20,106469,9606,MMP13,2676,S(N1[C@@H](C(O)=NO)C(SCCC1)(C)C)(C=2SC(C3=NC=CC=C3)=CC2)(=O)=O,CC1(C)SCCCN(S(=O)(=O)c2ccc(-c3ccccn3)s2)[C@H]1C(O)=NO,9.7,,0.0,0
TVRLHUWRJSTBAB-PKRZOPRNNA-N,CHEMBL288670,4322,A,8.7,chembl20,106642,9606,MMP13,2676,S(N(C1=C2C(N(C)N=C2C)=NC=C1C(O)=NO)CC=3C=NC=CC3)(C=4C=CC(=CC4)OC)(=O)=O,COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C(O)=NO)cnc3c2c(C)nn3C)cc1,8.7,,0.0,0
TXFATSQPFVTGMX-DXAUXPAJNA-N,CHEMBL90456,4322,A,5.4,chembl20,106603,9606,MMP13,2676,S(CC(C(O)=NO)=NC(OC(C)(C)C)=O)(C1=CC=C(SC=2C=CC=CC2)C=C1)(O)=O,CC(C)(C)OC(=O)N=C(C[SH](=O)(O)c1ccc(Sc2ccccc2)cc1)C(O)=NO,5.4,,0.0,0
SSFOEYVZLXDDTG-LNNLXFCONA-N,CHEMBL105535,4322,A,7.79,chembl20,106474,9606,MMP13,2676,S(N(C(C(O)=NO)CCSCC1=CN=CC=C1)CC(C)C)(C2=CC=C(C=C2)OC)(=O)=O,COc1ccc(S(=O)(=O)N(CC(C)C)C(CCSCc2cccnc2)C(O)=NO)cc1,7.79,,0.0,0
UFJYSWCFYDZPKS-HXTKINSTNA-N,9870933,4322,A,6.15428,pubchem,109411,9606,MMP13,2676,BrC=1C=C(C(N(S(=O)(=O)C2=CC=C(OCC#CCCCC)C=C2)C)=C(C1)C(O)=NO)C,CCCCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(O)=NO)cc1,6.15428,,0.0,0
UFKFLDDRYBWLPH-SREBMQDQNA-N,CHEMBL1084238,4322,A,9.22,chembl20,634107,9606,MMP13,2676,C1(S(C=2C=CC(N3CCN(CC3)C4=CC=C(C=C4)C(F)(F)F)=CC2)(=O)=O)(C(=NO)O)CCOCC1,O=S(=O)(c1ccc(N2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1)C1(C(O)=NO)CCOCC1,9.22,,0.0,0
UEOIUIPMEKCWHI-YJBIHYNGNA-N,CHEMBL1927187,4322,N,3.85,chembl20,791981,9606,MMP13,2676,C=1C=C(/N=C/2\SC=C(C3=CC(=C(C=C3)OC)OC)N2/N=C/C=4C=CC=CC4)C=CC1,COc1ccc(-c2cs/c(=N\c3ccccc3)n2/N=C/c2ccccc2)cc1OC,3.85,,0.0,0
LEMMSOIQHPOJRA-PKRZOPRNNA-N,CHEMBL399098,4322,A,5.86,chembl20,456210,9606,MMP13,2676,C1C(CS(C=2C=CC(=CC2)OCC#CC)(=O)=O)(CN(CC1)C(C=3C=CC(=CC3)C)=O)C(=NO)O,CC#CCOc1ccc(S(=O)(=O)CC2(C(O)=NO)CCCN(C(=O)c3ccc(C)cc3)C2)cc1,5.86,,0.0,0
SHBOXSNAYNDDGN-KJGKGSFINA-N,CHEMBL109833,4322,A,7.96,chembl20,106625,9606,MMP13,2676,S(N1[C@@H](C(O)=NO)[C@H](C)NCC1)(C=2C=CC(OCC3=CC=CC=C3)=CC2)(=O)=O,C[C@@H]1NCCN(S(=O)(=O)c2ccc(OCc3ccccc3)cc2)[C@H]1C(O)=NO,7.96,,0.0,0
URNPXFKEVDQWTO-GOANIERMNA-N,CHEMBL1916663,4322,A,8.89,chembl20,788431,9606,MMP13,2676,O=S(=O)(N([C@H](C(C)C)C(O)=NO)CCC(C)C)C=1C=CC=2C(=CC=C(C2)OC)C1,COc1ccc2cc(S(=O)(=O)N(CCC(C)C)[C@@H](C(O)=NO)C(C)C)ccc2c1,8.89,,0.0,0
UUTDMYYQOAVOHN-GOANIERMNA-N,CHEMBL1916664,4322,A,6.32,chembl20,788431,9606,MMP13,2676,O=S(=O)(N([C@H](C(C)C)C(O)=NO)CCC(C)C)C=1C=CC=2C(=CC(=CC2)OC)C1,COc1ccc2ccc(S(=O)(=O)N(CCC(C)C)[C@@H](C(O)=NO)C(C)C)cc2c1,6.32,,0.0,0
UXOSVQFKXFZCKF-BAKOIFDKNA-N,CHEMBL1916834,4322,A,9.52,chembl20,788431,9606,MMP13,2676,O=S(=O)(N([C@H](C(C)C)C(O)=NO)CCC(C)C)C=1C=CC=2C(=CC=C(C2)CC)C1,CCc1ccc2cc(S(=O)(=O)N(CCC(C)C)[C@@H](C(O)=NO)C(C)C)ccc2c1,9.52,,0.0,0
UWCWCXPWHSKCKX-SREBMQDQNA-N,CHEMBL1084218,4322,A,8.48,chembl20,634107,9606,MMP13,2676,C1(S(C=2C=CC(N3CCN(CC3)C4=CC=CC=C4)=CC2)(=O)=O)(C(=NO)O)CCN(CC1)C5CC5,O=S(=O)(c1ccc(N2CCN(c3ccccc3)CC2)cc1)C1(C(O)=NO)CCN(C2CC2)CC1,8.48,,0.0,0
UVGAWIJNBYCHSP-LILDFLRNNA-N,CHEMBL321213,4322,A,6.59,chembl20,106610,9606,MMP13,2676,S(NC(C(NC1=NN=C(CS1)C2=CC=C(N(=O)=O)C=C2)=O)C)(=O)(=O)C=3C=CC=CC3,CC(NS(=O)(=O)c1ccccc1)C(=O)NC1=NN=C(c2ccc([N+](=O)[O-])cc2)CS1,6.59,,0.0,0
UTDYWIPXAVCYCE-PKRZOPRNNA-N,CHEMBL76137,4322,A,8.52,chembl20,106632,9606,MMP13,2676,C1(S(C=2C=CC(=CC2)OC)(=O)=O)(C(O)=NO)CCN(CC1)CC=3C=CC(=CC3)C4=CC=CC=C4,COc1ccc(S(=O)(=O)C2(C(O)=NO)CCN(Cc3ccc(-c4ccccc4)cc3)CC2)cc1,8.52,,0.0,0
URVUJTFFOUHNFN-NEQLIHFBNA-N,11503290,4322,A,8.00218,pubchem,317511,9606,MMP13,2676,ClC1=CC=C(CNC(=O)C=2N=CC=3N=CN(CC=4C=CC(=CC4)C(O)=O)C(=O)C3C2)C=C1,O=C(O)c1ccc(Cn2cnc3cnc(C(=O)NCc4ccc(Cl)cc4)cc3c2=O)cc1,8.00218,,0.0,0
KRGBAILWDVNOCW-PKRZOPRNNA-N,44413987,4322,A,7.10237,pubchem,268605,9606,MMP13,2676,S(=O)(=O)(CC1(CCN(CC1)C(=O)C=2C=CC(=CC2)C)C(O)=NO)C3=CC=C(OCC#CC)C=C3,CC#CCOc1ccc(S(=O)(=O)CC2(C(O)=NO)CCN(C(=O)c3ccc(C)cc3)CC2)cc1,7.10237,,0.0,0
MCBALNMZVCCHAP-LELJVTLKNA-N,CHEMBL364875,4322,A,6.12,chembl20,302721,9606,MMP13,2676,S(CC1(CC(O)=NO)CCC1)(C=2C=CC(OCC=3C=4C(=CC=CC4)N=C(C3)C)=CC2)(=O)=O,Cc1cc(COc2ccc(S(=O)(=O)CC3(CC(O)=NO)CCC3)cc2)c2ccccc2n1,6.12,,0.0,0
WHUGMPJJQOVPAC-HXTKINSTNA-N,CHEMBL234353,4322,A,6.69,chembl20,440764,9606,MMP13,2676,C1CN(CCC1(CS(C2=CC=C(C=C2)OCC#CC)(=O)=O)C(=NO)O)C=3C=CC=CN3,CC#CCOc1ccc(S(=O)(=O)CC2(C(O)=NO)CCN(c3ccccn3)CC2)cc1,6.69,,0.0,0
VKCIBOBTIOCYLR-LBOYIXSDNA-N,CHEMBL306635,4322,A,7.92,chembl20,106630,9606,MMP13,2676,S(C(C(O)=NO)(CC1=CC=C(C=C1)OCCN2CCCCCC2)C)(C=3C=CC(=CC3)OC)(=O)=O,COc1ccc(S(=O)(=O)C(C)(Cc2ccc(OCCN3CCCCCC3)cc2)C(O)=NO)cc1,7.92,,0.0,0
VKFNDAOTTJONML-FEDRGEFTNA-N,CHEMBL227598,4322,A,8.38,chembl20,432508,9606,MMP13,2676,N(S(C=1C=CC(=CC1)C2=CC=C(C=C2)OC(C)C)(=O)=O)[C@@H](C(C)C)P(O)(O)=O,CC(C)Oc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,8.38,,0.0,0
RCCBHNFHHCGOQM-LNNLXFCONA-N,CHEMBL392295,4322,A,6.87,chembl20,440764,9606,MMP13,2676,C1C(CS(C=2C=CC(=CC2)OCC#CC)(=O)=O)(CCN(C1)S(=O)(=O)C(CC)CC)C(=NO)O,CC#CCOc1ccc(S(=O)(=O)CC2(C(O)=NO)CCN(S(=O)(=O)C(CC)CC)CC2)cc1,6.87,,0.0,0
VGAPHGIXAQRVAL-SREBMQDQNA-N,CHEMBL317132,4322,A,10.8,chembl20,106483,9606,MMP13,2676,N=1N(C(=O)C=2C(N1)=CC=CC2)CCC(C(O)=NO)COC3=CC=C(C=C3)C4=CC=C(C=C4)Cl,O=c1c2ccccc2nnn1CCC(COc1ccc(-c2ccc(Cl)cc2)cc1)C(O)=NO,10.8,,0.0,0
WGRMVARLTSCXRH-ORVKFNBTNA-N,CHEMBL90487,4322,A,6.8,chembl20,106599,9606,MMP13,2676,S(CC(C(O)=NO)(NC(CN1CCCC1)=O)C)(C=2C=CC(OC=3C=CC=CC3)=CC2)(=O)=O,CC(CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)(NC(=O)CN1CCCC1)C(O)=NO,6.8,,0.0,0
WXUQPWYPRTYWIR-VYTZEEAFNA-N,CHEMBL151718,4322,A,9.3,chembl20,106475,9606,MMP13,2676,S(N1[C@@H](C(O)=NO)C/C(/C1)=N/OC(C)(C)C)(C=2C=CC(=CC2)OC)(=O)=O,COc1ccc(S(=O)(=O)N2C/C(=N\OC(C)(C)C)C[C@@H]2C(O)=NO)cc1,9.3,,0.0,0
WYTXTYOLYMMDCW-HXTKINSTNA-N,CHEMBL10881,4322,A,6.98,chembl20,106481,9606,MMP13,2676,S(NC(C(O)=O)CC#CC1=CC=CC=C1)(C2=CC=C(C=3C=C4OCOC4=CC3)C=C2)(=O)=O,O=C(O)C(CC#Cc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc3c(c2)OCO3)cc1,6.98,,0.0,0
WTWNYQALQSSSPL-LNNLXFCONA-N,CHEMBL77237,4322,A,6.14,chembl20,106467,9606,MMP13,2676,S(N(C=1C(C(O)=NO)=C(C)C=CC1)CC2=CC=CC=C2)(C3=CC=C(C=C3)OC)(=O)=O,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2cccc(C)c2C(O)=NO)cc1,6.14,,0.0,0
WVUXCTUJEGJKKV-LBOYIXSDNA-N,CHEMBL1801397,4322,A,9.7,chembl20,754464,9606,MMP13,2676,C1(CCN(CC1)CC#C)(C(O)=NO)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)OC(F)(F)F,C#CCN1CCC(C(O)=NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,9.7,,0.0,0
XVVZROOOIUBICS-LELJVTLKNA-N,44391449,4322,A,8.30103,pubchem,241033,9606,MMP13,2676,FC(F)(F)C1=CC=C(OC2=CC=C(OC3(CCOCC)C(=O)C(N)C(=O)NC3=O)C=C2)C=C1,CCOCCC1(Oc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)C(=O)NC(=O)C(N)C1=O,8.30103,,0.0,0
XYVVUCAHUUIYFV-DHDJHLBQNA-N,CHEMBL100805,4322,A,7.19,chembl20,106483,9606,MMP13,2676,N1(C(NC=2C(C1=O)=CC=CC2)=O)CCC(C(O)=NO)COC3=CC=C(C=C3)C=4C=CC=CC4,O=c1[nH]c2ccccc2c(=O)n1CCC(COc1ccc(-c2ccccc2)cc1)C(O)=NO,7.19,,0.0,0
YVUNEHSVUBACDW-HFIJUIAMNA-N,CHEMBL150483,4322,A,9.7,chembl20,106475,9606,MMP13,2676,S(N1[C@@H](C(O)=NO)C/C(/C1)=N/OC)(C=2C=CC(OC=3C=CN=CC3)=CC2)(=O)=O,CO/N=C1/C[C@H](C(O)=NO)N(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)C1,9.7,,0.0,0
ZMVFZGHWXXXQJL-QWOVJGMINA-N,CHEMBL95486,4322,A,8.52,chembl20,106631,9606,MMP13,2676,S(N1C(CN(S(=O)(=O)C)C=2C(C1)=CC=CC2)C(O)=NO)(C3=CC=C(C=C3)OC)(=O)=O,COc1ccc(S(=O)(=O)N2Cc3ccccc3N(S(C)(=O)=O)CC2C(O)=NO)cc1,8.52,,0.0,0
ZLSOXSXSNCNKSX-HXTKINSTNA-N,44272475,4322,A,8.30103,pubchem,109400,9606,MMP13,2676,BrC1=CC(C2CCN(CC2)C)=C(N(S(=O)(=O)C3=CC=C(OC)C=C3)C)C(=C1)C(O)=NO,COc1ccc(S(=O)(=O)N(C)c2c(C(O)=NO)cc(Br)cc2C2CCN(C)CC2)cc1,8.30103,,0.0,0
ZMAYDSCNOCAOHA-MEHZRLLJNA-N,44409222,4322,A,8.1549,pubchem,261912,9606,MMP13,2676,S1C([C@@H](N(S(=O)(=O)C2=CC=C(OCC#CCCCC)C=C2)CC1)C(O)=NO)(C)C,CCCCC#CCOc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(O)=NO)cc1,8.1549,,0.0,0
ZHMDSAFJPANUBJ-NJNQMDBZNA-N,CHEMBL1916646,4322,A,8.7,chembl20,788431,9606,MMP13,2676,O=S(=O)(N([C@@H](C(O)=NO)C(C)C)CCC1=CC=CC=C1)C=2C=CC=3C(C2)=CC=CC3,CC(C)[C@H](C(O)=NO)N(CCc1ccccc1)S(=O)(=O)c1ccc2ccccc2c1,8.7,,0.0,0
ZKWCQLOCQWJKBW-QWOVJGMINA-N,CHEMBL576762,4322,N,4.7,chembl20,591604,9606,MMP13,2676,C1(C(O)=NO)=C(S(C=2C=CC(OC3=CC=C(C=C3)S(O)=C)=CC2)(=O)=O)C=CC=C1,C=S(O)c1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(O)=NO)cc2)cc1,4.7,,0.0,0
ZIUSSTSXXLLKKK-KOBPDPAPNA-N,CHEMBL116438,4322,N,4.99,chembl20,518658,9606,MMP13,2676,C1(=C(O)C=CC(/C=C/C(=O)/C=C(/C=C/C2=CC=C(C(=C2)OC)O)\O)=C1)OC,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.99,,0.0,0
ZJODONKHBNRCFC-YOGRICEWNA-N,CHEMBL584687,4322,A,6.66,chembl20,598067,9606,MMP13,2676,C1=C(OC(=C1)C(=O)N[C@H](C(NC)=O)C2CCCCC2)C3=CC=C(C=C3)OC,CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(OC)cc2)o1)C1CCCCC1,6.66,,0.0,0
YOFJHCFIKFPSLE-NEQLIHFBNA-N,11259332,4322,A,8.17263,pubchem,317511,9606,MMP13,2676,O=C1N(CC=2C=CC(=CC2)C(O)=O)C=NC3=C1C=C(N=C3)C(=O)NCC4=CC=C(OC)C=C4,COc1ccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)cnc3cn2)cc1,8.17263,,0.0,0
YLYMDJMYRSEUOA-DQYNITHANA-N,CHEMBL99189,4322,A,7.4,chembl20,458933,9606,MMP13,2676,S(N(C[C@@H]([C@H](C(N1CCCCC1)=O)CC2CCCC2)C(O)=NO)C)(N(C)C)(=O)=O,CN(C)S(=O)(=O)N(C)C[C@H](C(O)=NO)[C@@H](CC1CCCC1)C(=O)N1CCCCC1,7.4,,0.0,0
YPRABBTWBDZWGP-LELJVTLKNA-N,CHEMBL1801414,4322,A,9.7,chembl20,754464,9606,MMP13,2676,C1(S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)C(C)C)(CCN(CC1)CCOC)C(O)=NO,COCCN1CCC(C(O)=NO)(S(=O)(=O)c2ccc(Oc3ccc(C(C)C)cc3)cc2)CC1,9.7,,0.0,0
YMFBAKCSKQKFMX-PKRZOPRNNA-N,CHEMBL102459,4322,A,7.0,chembl20,106483,9606,MMP13,2676,C1(N(N=CC=2C1=CC=CC2)CCC(C(O)=NO)COC=3C=CC(=CC3)C4=CC=CC=C4)=O,O=c1c2ccccc2cnn1CCC(COc1ccc(-c2ccccc2)cc1)C(O)=NO,7.0,,0.0,0
UFEAOVWYWYBIFX-HXTKINSTNA-N,CHEMBL231667,4322,A,6.84,chembl20,440764,9606,MMP13,2676,C1C(CS(C=2C=CC(=CC2)OCC#CC)(=O)=O)(CCN(C1)S(=O)(=O)N3CCCCC3)C(O)=NO,CC#CCOc1ccc(S(=O)(=O)CC2(C(O)=NO)CCN(S(=O)(=O)N3CCCCC3)CC2)cc1,6.84,,0.0,0
YMQBLRHAACUVFH-PKRZOPRNNA-N,CHEMBL286848,4322,A,9.0,chembl20,106642,9606,MMP13,2676,S(N(C1=C2C(N(C)N=C2C)=NC=C1C(O)=NO)C)(C=3C=CC(OC=4C=CC(=CC4)Cl)=CC3)(=O)=O,Cc1nn(C)c2ncc(C(O)=NO)c(N(C)S(=O)(=O)c3ccc(Oc4ccc(Cl)cc4)cc3)c12,9.0,,0.0,0
IWJCPVCPLCTWHT-PFFYKYLNNA-N,CHEMBL148213,4322,A,9.4,chembl20,106477,9606,MMP13,2676,N1(S(C=2C=CC(=CC2)OCCC)(=O)=O)[C@H](C[C@H](N3S(=O)(=O)CCC3)C1)C(O)=NO,CCCOc1ccc(S(=O)(=O)N2C[C@@H](N3CCCS3(=O)=O)C[C@@H]2C(O)=NO)cc1,9.4,,0.0,0
YNTZVOSILJPSFZ-HXTKINSTNA-N,CHEMBL180197,4322,A,7.06,chembl20,305328,9606,MMP13,2676,S(N1C(CN(S(=O)(=O)C=2C=CC=CC2)CCC1)C(O)=NO)(C3=CC=C(C=C3)OCC#CC)(=O)=O,CC#CCOc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccccc3)CC2C(O)=NO)cc1,7.06,,0.0,0
YTELTZFLAYFFDQ-KLFDUCQCNA-N,CHEMBL1916649,4322,A,7.82,chembl20,788431,9606,MMP13,2676,O=S(=O)(N([C@@H](C(O)=NO)C(C)C)CC=1C=CC=NC1)C2=CC=3C(C=C2)=CC=CC3,CC(C)[C@H](C(O)=NO)N(Cc1cccnc1)S(=O)(=O)c1ccc2ccccc2c1,7.82,,0.0,0
YUYXLIRWRFFNDS-LELJVTLKNA-N,CHEMBL323148,4322,A,7.08,chembl20,106483,9606,MMP13,2676,N1(C(N(C)C(C1=O)(C)C)=O)CCC(C(O)=NO)COC2=CC=C(C=C2)C=3C=CC=CC3,CN1C(=O)N(CCC(COc2ccc(-c3ccccc3)cc2)C(O)=NO)C(=O)C1(C)C,7.08,,0.0,0
YVBGXCJHHIEFPR-DHKJJFSMNA-N,CHEMBL565959,4322,A,5.81,chembl20,598067,9606,MMP13,2676,C1=C(OC(=C1)C(N[C@H](C(NC)=O)C2CCCCC2)=O)C=3C=CC(=CC3)NC(C)=O,CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(NC(C)=O)cc2)o1)C1CCCCC1,5.81,,0.0,0
VXVNMUQIRGITQV-MYQJYEEINA-N,CHEMBL145641,4322,A,9.4,chembl20,106477,9606,MMP13,2676,N1(S(C=2C=CC(=CC2)OCCCC)(=O)=O)[C@H](C[C@H](N3S(=O)(=O)CCC3)C1)C(O)=NO,CCCCOc1ccc(S(=O)(=O)N2C[C@@H](N3CCCS3(=O)=O)C[C@@H]2C(O)=NO)cc1,9.4,,0.0,0
YUFOYANNKICWEX-KLTJODTHNA-N,CHEMBL149983,4322,A,9.15,chembl20,106477,9606,MMP13,2676,S(N1[C@@H](C(O)=NO)C[C@@H](C1)NC(=O)COC)(C=2C=CC(=CC2)OCCCC)(=O)=O,CCCCOc1ccc(S(=O)(=O)N2C[C@@H](NC(=O)COC)C[C@@H]2C(O)=NO)cc1,9.15,,0.0,0
YEBHJCQWJHLMTP-BQKUSIJDNA-N,CHEMBL362535,4322,A,8.96,chembl20,305094,9606,MMP13,2676,S([C@H]1[C@](C(O)=NO)(O)COCC1)(C2=CC=C(OC=3C=C(C)C=CC3)C=C2)(=O)=O,Cc1cccc(Oc2ccc(S(=O)(=O)[C@@H]3CCOC[C@]3(O)C(O)=NO)cc2)c1,8.96,,0.0,0
YUWSFQQPCKKPJG-LELJVTLKNA-N,CHEMBL311266,4322,A,9.4,chembl20,106478,9606,MMP13,2676,S(NC(C(O)=O)C1CCN(CC1)C(=O)OCCOC)(C=2C=CC(=CC2)C3=CC=C(C=C3)OC)(=O)=O,COCCOC(=O)N1CCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)CC1,9.4,,0.0,0
KVLYVSHQXNTARE-HXTKINSTNA-N,CHEMBL234352,4322,A,7.61,chembl20,440764,9606,MMP13,2676,C1C(CS(C=2C=CC(=CC2)OCC#CC)(=O)=O)(CCN(C1)S(=O)(=O)C3CCCCC3)C(O)=NO,CC#CCOc1ccc(S(=O)(=O)CC2(C(O)=NO)CCN(S(=O)(=O)C3CCCCC3)CC2)cc1,7.61,,0.0,0
YBTXAIOMVIXCOD-HSZRJFAPNA-N,54752445,4322,A,9.1549,pubchem,630526,9606,MMP13,2676,ClC1=CC=C(OC2=CC=C(S(=O)(=O)N([C@@H]3CC=CCN(O)C3=O)CCN4CCOCC4)C=C2)C=C1,O=C1[C@H](N(CCN2CCOCC2)S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O,9.1549,,0.0,0
PRHFUFABVIQNBK-HXTKINSTNA-N,CHEMBL234776,4322,A,7.64,chembl20,440764,9606,MMP13,2676,C1C(CS(C=2C=CC(=CC2)OCC#CC)(=O)=O)(CCN(C1)S(C=3C=C(SC3Cl)Cl)(=O)=O)C(O)=NO,CC#CCOc1ccc(S(=O)(=O)CC2(C(O)=NO)CCN(S(=O)(=O)c3cc(Cl)sc3Cl)CC2)cc1,7.64,,0.0,0
YFYQFPIGOKJLFD-UHFFFAOYNA-N,CHEMBL99365,4322,A,5.48,chembl20,106641,9606,MMP13,2676,S(CC(N(C=O)O)CC1CCC(CC1)=O)(C=2C=CC(OCC3=C4C(C=CC=C4)=NC(=C3)C)=CC2)(=O)=O,Cc1cc(COc2ccc(S(=O)(=O)CC(CC3CCC(=O)CC3)N(O)C=O)cc2)c2ccccc2n1,5.48,,0.0,0
